score,sentence_scores,text,error,status_code
0.9999927980661871,"[{'score': 1.447284809663607e-06, 'sentence': 'The new season of New Girl is coming back and our main characters are all in interesting stages of their respective romantic relationships.'}, {'score': 0.0, 'sentence': 'Jess and Schmidt are finally married.'}, {'score': 0.0, 'sentence': 'Nick has started a new relationship with Reagan.'}, {'score': 0.0, 'sentence': 'Winston is basically with Aly.'}, {'score': 0.9991783671816767, 'sentence': 'So, what should you expect?'}, {'score': 0.9972541803947782, 'sentence': ""Here are six things we're really looking forward to.""}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 0.06399667528357256, 'sentence': ""We're going to see more of Reagan.""}, {'score': 0.9110977833642865, 'sentence': ""If you enjoyed Megan Fox's guest stint on New Girl last season, you should be excited about her return.""}]","The new season of New Girl is coming back and our main characters are all in interesting stages of their respective romantic relationships. Jess and Schmidt are finally married. Nick has started a new relationship with Reagan. Winston is basically with Aly. So, what should you expect? Here are six things we're really looking forward to. 1. We're going to see more of Reagan. If you enjoyed Megan Fox's guest stint on New Girl last season, you should be excited about her return.",,
0.9980132943662161,"[{'score': 0.9953004101044052, 'sentence': 'Korean singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said on Tuesday.'}, {'score': 0.00519289942244705, 'sentence': 'According to KeyEast Entertainment, Kim recently received an offer to star in the upcoming 12-episode fantasy romance series ""When Time Stops,"" in which he would play a lonely time traveler.'}, {'score': 8.961376626315243e-07, 'sentence': 'KeyEast said Kim has not yet decided whether to accept the offer.'}, {'score': 0.25565277711514767, 'sentence': 'His last appearance on the small screen was in the 2014 TV series ""Inspiring Generation.""'}, {'score': 0.004801987186652146, 'sentence': 'As a former member of the idol group SS501, Kim released a single in November and held fan meetings and concerts.'}, {'score': 0.0038535803153141313, 'sentence': 'He also recently renewed his contract with his agency.'}]","Korean singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said on Tuesday. According to KeyEast Entertainment, Kim recently received an offer to star in the upcoming 12-episode fantasy romance series ""When Time Stops,"" in which he would play a lonely time traveler. KeyEast said Kim has not yet decided whether to accept the offer. His last appearance on the small screen was in the 2014 TV series ""Inspiring Generation."" As a former member of the idol group SS501, Kim released a single in November and held fan meetings and concerts. He also recently renewed his contract with his agency.",,
0.9999988634333611,"[{'score': 3.3781775155006244e-08, 'sentence': 'As part of the LifeMedGreenRoof project, the Standards and Metrology Institute within the Malta Competition and Consumer Affairs Authority (MCCAA) hosted the second workshop, which launched a public consultation on the draft national green roof standard.'}, {'score': 0.9974363408805708, 'sentence': ""As part of the EU 2020 strategy, which aims to reduce energy demand by at least 20% by 2020, the European Commission's 2011 Energy Efficiency Plan identified buildings as having the greatest potential for energy savings.""}, {'score': 0.032733440050951246, 'sentence': 'The plan focuses on mechanisms to reduce energy demand in existing buildings, particularly public buildings, and the role of projects in promoting energy efficiency measures.'}, {'score': 0.06954816242794204, 'sentence': ""The European Commission's plan aims to achieve the 2020 strategy's objectives, reducing energy consumption and promoting sustainable development.""}, {'score': 1.0478906631306018e-10, 'sentence': 'The workshop hosted by the Standards and Metrology Institute within the MCCAA is part of the goal to promote sustainable development and reduce energy demand in Maltese buildings by promoting green roof technology in Malta.'}, {'score': 2.759145687813991e-06, 'sentence': 'The workshop hosted by the Malta Standards and Metrology Institute is also part of this goal, aiming to promote sustainable development and reduce energy demand in Maltese buildings by promoting green roof technology in Malta.'}]","As part of the LifeMedGreenRoof project, the Standards and Metrology Institute within the Malta Competition and Consumer Affairs Authority (MCCAA) hosted the second workshop, which launched a public consultation on the draft national green roof standard. As part of the EU 2020 strategy, which aims to reduce energy demand by at least 20% by 2020, the European Commission's 2011 Energy Efficiency Plan identified buildings as having the greatest potential for energy savings. The plan focuses on mechanisms to reduce energy demand in existing buildings, particularly public buildings, and the role of projects in promoting energy efficiency measures. The European Commission's plan aims to achieve the 2020 strategy's objectives, reducing energy consumption and promoting sustainable development. The workshop hosted by the Standards and Metrology Institute within the MCCAA is part of the goal to promote sustainable development and reduce energy demand in Maltese buildings by promoting green roof technology in Malta. The workshop hosted by the Malta Standards and Metrology Institute is also part of this goal, aiming to promote sustainable development and reduce energy demand in Maltese buildings by promoting green roof technology in Malta.",,
0.9999984894494549,"[{'score': 0.44171180975422, 'sentence': 'Multiple states, including Mississippi, have confirmed cases of voter fraud.'}, {'score': 6.776650308359944e-05, 'sentence': 'The top election official in Louisiana has warned residents about potential scams targeting potential voters involving sensitive information, concerns that have also arisen in several other states.'}, {'score': 8.927853735074542e-06, 'sentence': 'The scam involves a phone caller claiming to work for a voter registration assistance organization.'}, {'score': 0.24648658154107483, 'sentence': 'According to Secretary of State Kyle Ardoin, the caller offers to register residents to vote over the phone and, in some cases, send absentee ballots to voters.'}, {'score': 0.995923618138301, 'sentence': 'Under state law, residents cannot register to vote or request absentee ballots over the phone.'}]","Multiple states, including Mississippi, have confirmed cases of voter fraud. The top election official in Louisiana has warned residents about potential scams targeting potential voters involving sensitive information, concerns that have also arisen in several other states. The scam involves a phone caller claiming to work for a voter registration assistance organization. According to Secretary of State Kyle Ardoin, the caller offers to register residents to vote over the phone and, in some cases, send absentee ballots to voters. Under state law, residents cannot register to vote or request absentee ballots over the phone.",,
0.99999870917875,"[{'score': 0.9580233636621851, 'sentence': 'For small businesses that operate on credit, accounts receivable make up a large portion of the balance sheet.'}, {'score': 0.6836940520912929, 'sentence': 'During the annual audit, the auditor will verify if there is sufficient evidence to support your claims about the accounts receivable balance.'}, {'score': 0.0, 'sentence': 'These claims are called assertions.'}, {'score': 0.0007375301141819834, 'sentence': 'The most common audit procedure for accounts receivable is confirmation, where the auditor will ask your clients to confirm their account balances.'}, {'score': 7.826406189792579e-11, 'sentence': 'Understanding which assertions can be verified through confirmation helps you understand why your auditor may need to perform multiple audit procedures to verify the same account.'}, {'score': 0.0, 'sentence': 'Accounts receivable confirmation is primarily used to verify the existence assertion.'}]","For small businesses that operate on credit, accounts receivable make up a large portion of the balance sheet. During the annual audit, the auditor will verify if there is sufficient evidence to support your claims about the accounts receivable balance. These claims are called assertions. The most common audit procedure for accounts receivable is confirmation, where the auditor will ask your clients to confirm their account balances. Understanding which assertions can be verified through confirmation helps you understand why your auditor may need to perform multiple audit procedures to verify the same account. Accounts receivable confirmation is primarily used to verify the existence assertion.",,
0.9782705382115073,"[{'score': 1.0896501478896425e-09, 'sentence': 'Fortunately, I am not Jim Furyk today.'}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 0.4599285669288674, 'sentence': ""The US team entered the final day of the Ryder Cup with a four-point lead in Sunday's singles matches, with the home crowd expecting another dominant display.""}, {'score': 0.9999741540893661, 'sentence': '2.'}, {'score': 0.07311300207119453, 'sentence': 'Luke Donald beat Bubba Watson in the first match of the day to make the score 10-7, but the US still maintained a strong lead.'}, {'score': 0.7392138106429278, 'sentence': 'Anyway.'}, {'score': 0.9999687903958526, 'sentence': '3.'}, {'score': 0.0, 'sentence': ""Europe's Paul Lawrie thrashed Brandt Snedeker to add another point for Europe.""}, {'score': 0.9999658053760866, 'sentence': '4.'}, {'score': 0.09544649591796417, 'sentence': ""At least America's best player, Keegan Bradley, was able to take on Rory McIlroy all weekend.""}]","Fortunately, I am not Jim Furyk today. 1. The US team entered the final day of the Ryder Cup with a four-point lead in Sunday's singles matches, with the home crowd expecting another dominant display. 2. Luke Donald beat Bubba Watson in the first match of the day to make the score 10-7, but the US still maintained a strong lead. Anyway. 3. Europe's Paul Lawrie thrashed Brandt Snedeker to add another point for Europe. 4. At least America's best player, Keegan Bradley, was able to take on Rory McIlroy all weekend.",,
0.999999238852678,"[{'score': 0.9957061567186437, 'sentence': ""This situation often occurs: you press the snooze button on your alarm clock once, twice, or even three times, and by the time you finally get out of bed, wash up, dress, and get ready to face the new day, you're already behind schedule.""}, {'score': 5.986643625277566e-09, 'sentence': 'Usually, this results in you completely skipping breakfast.'}, {'score': 0.00045619282828357477, 'sentence': 'It turns out that your breakfast habits are a time-saving technique that should not be neglected.'}, {'score': 0.9958832789429388, 'sentence': 'Firstly, research shows that eating a nutritious, protein-rich, and balanced breakfast every morning is an effective way to activate your brain, improve focus, and enhance performance.'}, {'score': 0.9991948410254125, 'sentence': 'Additionally, eating breakfast is also associated with better weight control, as it provides energy for the body and may reduce hunger later in the day.'}]","This situation often occurs: you press the snooze button on your alarm clock once, twice, or even three times, and by the time you finally get out of bed, wash up, dress, and get ready to face the new day, you're already behind schedule. Usually, this results in you completely skipping breakfast. It turns out that your breakfast habits are a time-saving technique that should not be neglected. Firstly, research shows that eating a nutritious, protein-rich, and balanced breakfast every morning is an effective way to activate your brain, improve focus, and enhance performance. Additionally, eating breakfast is also associated with better weight control, as it provides energy for the body and may reduce hunger later in the day.",,
0.9886938484889106,"[{'score': 0.9848866424752227, 'sentence': ""Dublin: On Friday, lawmakers overwhelmingly passed Ireland's first abortion bill, allowing pregnancy terminations in specific circumstances where a woman's life is at risk, marking a significant step in easing the country's strict abortion ban, in the predominantly Catholic nation.""}, {'score': 6.90529215123803e-05, 'sentence': 'Exhausted lawmakers applauded the 127-31 result on Friday, while abortion rights activists cheered as they watched the result on their phones outside the parliament building.'}, {'score': 0.57095824438693, 'sentence': 'The vote ended a grueling debate that began on Wednesday morning, and was briefly suspended at 5am on Thursday, before concluding at 12am on Friday.'}, {'score': 0.9717262121478203, 'sentence': 'Lawmakers ultimately passed the bill, which will allow for abortions in certain circumstances.'}, {'score': 0.8370117364322801, 'sentence': 'Lawmakers passed the bill on Friday morning, which will allow for pregnancy terminations in specific circumstances.'}]","Dublin: On Friday, lawmakers overwhelmingly passed Ireland's first abortion bill, allowing pregnancy terminations in specific circumstances where a woman's life is at risk, marking a significant step in easing the country's strict abortion ban, in the predominantly Catholic nation. Exhausted lawmakers applauded the 127-31 result on Friday, while abortion rights activists cheered as they watched the result on their phones outside the parliament building. The vote ended a grueling debate that began on Wednesday morning, and was briefly suspended at 5am on Thursday, before concluding at 12am on Friday. Lawmakers ultimately passed the bill, which will allow for abortions in certain circumstances. Lawmakers passed the bill on Friday morning, which will allow for pregnancy terminations in specific circumstances.",,
0.9990038614649838,"[{'score': 0.22578249373629955, 'sentence': 'The best Halloween costume ideas come from the most unforgettable moments of the year, and 2016 was undoubtedly a year to remember.'}, {'score': 6.565287821680421e-05, 'sentence': 'We witnessed the Summer Olympics and the US Presidential Election, two events that dominate the headlines (and Facebook timelines!) every four years.'}, {'score': 1.5171674139224933e-08, 'sentence': ""Add to that Beyoncé's visual album masterpiece, the Pokémon Go phenomenon, and the colorful, quotable chaos of Suicide Squad, and 2016 was basically begging for a Halloween costume party.""}, {'score': 0.0, 'sentence': ""We've become Halloween experts - creating over 1 billion pages of Halloween content.""}, {'score': 0.9955850833671657, 'sentence': 'This is our time to shine.'}]","The best Halloween costume ideas come from the most unforgettable moments of the year, and 2016 was undoubtedly a year to remember. We witnessed the Summer Olympics and the US Presidential Election, two events that dominate the headlines (and Facebook timelines!) every four years. Add to that Beyoncé's visual album masterpiece, the Pokémon Go phenomenon, and the colorful, quotable chaos of Suicide Squad, and 2016 was basically begging for a Halloween costume party. We've become Halloween experts - creating over 1 billion pages of Halloween content. This is our time to shine.",,
0.9999968775195979,"[{'score': 7.2528948180661246e-06, 'sentence': 'Randy Pausch died last Friday.'}, {'score': 0.7406260220026328, 'sentence': 'He was a professor at Carnegie Mellon University, and his ""Last Lecture"" became an internet sensation, inspiring a bestselling book and two Diane Sawyer TV specials.'}, {'score': 0.25270448255272915, 'sentence': 'Did you see the ""Last Lecture"" or read the book?'}, {'score': 0.22791660037240813, 'sentence': 'Did you watch the TV specials?'}, {'score': 0.9997229006766934, 'sentence': 'What did you think?'}, {'score': 0.9968716246289508, 'sentence': 'Leave a comment and tell us.'}, {'score': 7.2528948180661246e-06, 'sentence': 'Randy Pausch died last Friday.'}, {'score': 0.7406260220026328, 'sentence': 'He was a professor at Carnegie Mellon University, and his ""Last Lecture"" became an internet sensation, inspiring a bestselling book and two Diane Sawyer TV specials.'}, {'score': 0.25270448255272915, 'sentence': 'Did you see the ""Last Lecture"" or read the book?'}]","Randy Pausch died last Friday. He was a professor at Carnegie Mellon University, and his ""Last Lecture"" became an internet sensation, inspiring a bestselling book and two Diane Sawyer TV specials. Did you see the ""Last Lecture"" or read the book? Did you watch the TV specials? What did you think? Leave a comment and tell us. Randy Pausch died last Friday. He was a professor at Carnegie Mellon University, and his ""Last Lecture"" became an internet sensation, inspiring a bestselling book and two Diane Sawyer TV specials. Did you see the ""Last Lecture"" or read the book?",,
