score,sentence_scores,text
0.9999981391941823,"[{'score': 0.0, 'sentence': 'The girl on the threshold returns, and our main characters are in very interesting relationships.'}, {'score': 0.0, 'sentence': 'Cecilia and Schmidt have finally tied themselves with the bonds of marriage.'}, {'score': 0.0, 'sentence': 'Nick is in a relatively new romance with Reagan, and Winston is actually dating Eli.'}, {'score': 0.9974928510887853, 'sentence': 'So, what exactly should we expect?'}, {'score': 0.833250006803796, 'sentence': 'Here are six things that excite us the most this season.'}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 0.0, 'sentence': ""We'll see more of Reagan.""}, {'score': 0.9840054115106969, 'sentence': ""If you enjoyed Megan Fox's appearance in New Girl last season, then you should be happy that she's back.""}]","The girl on the threshold returns, and our main characters are in very interesting relationships. Cecilia and Schmidt have finally tied themselves with the bonds of marriage. Nick is in a relatively new romance with Reagan, and Winston is actually dating Eli. So, what exactly should we expect? Here are six things that excite us the most this season. 1. We'll see more of Reagan. If you enjoyed Megan Fox's appearance in New Girl last season, then you should be happy that she's back."
0.0006939163781646274,"[{'score': 0.9975878339580764, 'sentence': 'Singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said Tuesday.'}, {'score': 5.9652355531847334e-05, 'sentence': 'According to KeyEast Entertainment, Kim was recently offered the lead role in the upcoming drama series ""When Time Stopped"", a 12-episode fantasy romance.'}, {'score': 0.0, 'sentence': 'He would play a time traveler living a solitary life.'}, {'score': 0.003381892606129533, 'sentence': 'Kim has yet to decide whether to accept the offer, KeyEast said.'}, {'score': 1.3300471835009375e-12, 'sentence': 'His last screen work was the drama series ""Inspiring Generation"" in 2014.'}, {'score': 2.966993545294727e-07, 'sentence': 'A former member of idol group SS501, Kim released a single in November and held fan meetings and concerts.'}, {'score': 0.0015993401959364384, 'sentence': 'He also recently extended his contract with the agency.'}]","Singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said Tuesday. According to KeyEast Entertainment, Kim was recently offered the lead role in the upcoming drama series ""When Time Stopped"", a 12-episode fantasy romance. He would play a time traveler living a solitary life. Kim has yet to decide whether to accept the offer, KeyEast said. His last screen work was the drama series ""Inspiring Generation"" in 2014. A former member of idol group SS501, Kim released a single in November and held fan meetings and concerts. He also recently extended his contract with the agency."
0.5852294628800252,"[{'score': 2.4132387532738164e-08, 'sentence': 'Within the LifeMedGreenRoof project, the Directorate for Standards within the Maltese Competition and Consumer Affairs Authority (MCCAA) held its second stakeholder meeting to launch public consultations on the National Standard for Green Roofs project.'}, {'score': 0.9975270298627141, 'sentence': ""As part of the EU's 2020 strategy, which aims to reduce energy consumption by at least 20 percent by 2020, the Commission's 2011 Energy Efficiency Plan identified buildings as having the greatest potential for energy savings.""}, {'score': 0.006698115246755121, 'sentence': 'The plan focuses on mechanisms to reduce energy consumption in existing buildings - particularly public buildings - and the role of projects in promoting energy efficiency measures.'}]","Within the LifeMedGreenRoof project, the Directorate for Standards within the Maltese Competition and Consumer Affairs Authority (MCCAA) held its second stakeholder meeting to launch public consultations on the National Standard for Green Roofs project. As part of the EU's 2020 strategy, which aims to reduce energy consumption by at least 20 percent by 2020, the Commission's 2011 Energy Efficiency Plan identified buildings as having the greatest potential for energy savings. The plan focuses on mechanisms to reduce energy consumption in existing buildings - particularly public buildings - and the role of projects in promoting energy efficiency measures."
0.023686477035846365,"[{'score': 4.7095783939354874e-08, 'sentence': 'A voter scam has been confirmed in several states, including Mississippi.'}, {'score': 0.0026134392116189398, 'sentence': ""Louisiana's chief election official is warning residents about a potential scam targeting people to get their personal info after similar issues in several other states.""}, {'score': 0.0026839196765910955, 'sentence': 'The scam involves a caller claiming to work for a voter registration organization.'}, {'score': 0.0001121862720900868, 'sentence': 'The callers offer to register residents over the phone and in some cases, mail the voter an absentee ballot, said Secretary of State Kyle Ardoin.'}, {'score': 0.9992256943945047, 'sentence': 'According to state law, residents cannot register to vote or request an absentee ballot over the phone.'}]","A voter scam has been confirmed in several states, including Mississippi. Louisiana's chief election official is warning residents about a potential scam targeting people to get their personal info after similar issues in several other states. The scam involves a caller claiming to work for a voter registration organization. The callers offer to register residents over the phone and in some cases, mail the voter an absentee ballot, said Secretary of State Kyle Ardoin. According to state law, residents cannot register to vote or request an absentee ballot over the phone."
0.9999986821141974,"[{'score': 0.984051351070473, 'sentence': 'For small businesses that sell on credit, accounts receivable can make up a significant portion of the balance sheet.'}, {'score': 6.949202602246629e-08, 'sentence': 'During the annual audit, auditors will check if your claims about accounts receivable balance can be proven.'}, {'score': 1.1627476759201727e-10, 'sentence': 'These claims are known as assertions.'}, {'score': 0.0013845934951981498, 'sentence': 'The most common audit procedure related to accounts receivable is confirmation, where the auditor will ask your customers to confirm their account balance.'}, {'score': 0.0, 'sentence': 'Knowing which assertions can be proven through confirmation can help you understand why your auditor requires several audit procedures for the same account.'}, {'score': 0.0, 'sentence': 'Accounts receivable confirmations are primarily used to prove the existence assertion.'}]","For small businesses that sell on credit, accounts receivable can make up a significant portion of the balance sheet. During the annual audit, auditors will check if your claims about accounts receivable balance can be proven. These claims are known as assertions. The most common audit procedure related to accounts receivable is confirmation, where the auditor will ask your customers to confirm their account balance. Knowing which assertions can be proven through confirmation can help you understand why your auditor requires several audit procedures for the same account. Accounts receivable confirmations are primarily used to prove the existence assertion."
0.9995896443210905,"[{'score': 0.0, 'sentence': ""Rejoice that you're not Jim Furyk today.""}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 7.310013409289606e-05, 'sentence': 'The American team came out on Sunday with a huge four-point advantage in the Ryder Cup, and the local fans were expecting to enjoy another dominant day.'}, {'score': 0.9999741540893661, 'sentence': '2.'}, {'score': 0.4935122793390697, 'sentence': 'Luke Donald won the first match of the day against Bubba Watson, making the score 10-7.'}, {'score': 0.9773890378212186, 'sentence': 'Nevertheless, the US has a big advantage.'}, {'score': 0.0, 'sentence': 'However.'}, {'score': 0.9999687903958526, 'sentence': '3.'}, {'score': 2.220446049250313e-16, 'sentence': ""Europe's Paul Lawrie completely outplayed Brandt Snedeker, earning another point for Europe.""}, {'score': 0.9999658053760866, 'sentence': '4.'}, {'score': 0.6125910348552589, 'sentence': 'At least Keegan Bradley, the best player on the US team all weekend, was putting up a good fight against Rory McIlroy.'}]","Rejoice that you're not Jim Furyk today. 1. The American team came out on Sunday with a huge four-point advantage in the Ryder Cup, and the local fans were expecting to enjoy another dominant day. 2. Luke Donald won the first match of the day against Bubba Watson, making the score 10-7. Nevertheless, the US has a big advantage. However. 3. Europe's Paul Lawrie completely outplayed Brandt Snedeker, earning another point for Europe. 4. At least Keegan Bradley, the best player on the US team all weekend, was putting up a good fight against Rory McIlroy."
0.9999990150225434,"[{'score': 0.9969055000627846, 'sentence': ""It happens: you hit the snooze button once, twice, and then three times, so by the time you finally take a shower, get dressed, and are ready to tackle the day, you're already behind schedule.""}, {'score': 2.6836915484662605e-05, 'sentence': 'Often, this causes you to skip breakfast altogether.'}, {'score': 0.002312840825647422, 'sentence': ""It turns out, your breakfast habit is one of the time-saving steps that shouldn't be skipped.""}, {'score': 0.9328170001444751, 'sentence': 'Firstly, consuming a nutritious, high-protein, and balanced breakfast every morning is a proven way to kickstart your brain, improving focus and productivity.'}, {'score': 0.9970584085055881, 'sentence': 'Additionally, breakfast is associated with better weight control, as it provides your body with energy and can reduce hunger later in the day.'}]","It happens: you hit the snooze button once, twice, and then three times, so by the time you finally take a shower, get dressed, and are ready to tackle the day, you're already behind schedule. Often, this causes you to skip breakfast altogether. It turns out, your breakfast habit is one of the time-saving steps that shouldn't be skipped. Firstly, consuming a nutritious, high-protein, and balanced breakfast every morning is a proven way to kickstart your brain, improving focus and productivity. Additionally, breakfast is associated with better weight control, as it provides your body with energy and can reduce hunger later in the day."
1.517863109201656e-06,"[{'score': 0.8713753810241719, 'sentence': ""Dublin: Lawmakers voted overwhelmingly on Friday to support Ireland's first abortion bill, legalizing the practice in exceptional cases where doctors deem a woman's life to be at risk due to pregnancy, thereby taking the predominantly Catholic country's first legislative step away from a total ban.""}, {'score': 8.881784197001252e-15, 'sentence': 'Weary lawmakers applauded the Friday vote of 127-31, while outside parliament gates, abortion rights activists cheered, watching the result on their smartphones.'}, {'score': 1.7763568394002505e-15, 'sentence': 'It marked the culmination of grueling debates that had lawmakers at odds from Wednesday morning until 5 am Thursday and, after a sleep break, until midnight Friday.'}]","Dublin: Lawmakers voted overwhelmingly on Friday to support Ireland's first abortion bill, legalizing the practice in exceptional cases where doctors deem a woman's life to be at risk due to pregnancy, thereby taking the predominantly Catholic country's first legislative step away from a total ban. Weary lawmakers applauded the Friday vote of 127-31, while outside parliament gates, abortion rights activists cheered, watching the result on their smartphones. It marked the culmination of grueling debates that had lawmakers at odds from Wednesday morning until 5 am Thursday and, after a sleep break, until midnight Friday."
0.001213072227830625,"[{'score': 0.9923317708010176, 'sentence': 'The best Halloween costumes are inspired by the most memorable moments of the year, and 2016 was no exception.'}, {'score': 0.009013138510680752, 'sentence': 'We had the Summer Olympics and the US presidential election, which take over the front pages of newspapers (and Facebook feeds!) every four years.'}, {'score': 3.0174834056984068e-06, 'sentence': 'Add to that Beyoncé\'s visually stunning album, the Pokémon Go frenzy, and the colorful, quotable madness of the movie ""Suicide Squad"", and 2016 was practically begging for a Halloween costume boom.'}, {'score': 0.0003314659657404073, 'sentence': ""We've become experts in all things Halloween — producing content that's been viewed over a billion times.""}, {'score': 0.9999401588561855, 'sentence': ""That's where we come in.""}]","The best Halloween costumes are inspired by the most memorable moments of the year, and 2016 was no exception. We had the Summer Olympics and the US presidential election, which take over the front pages of newspapers (and Facebook feeds!) every four years. Add to that Beyoncé's visually stunning album, the Pokémon Go frenzy, and the colorful, quotable madness of the movie ""Suicide Squad"", and 2016 was practically begging for a Halloween costume boom. We've become experts in all things Halloween — producing content that's been viewed over a billion times. That's where we come in."
0.9997292616251743,"[{'score': 0.012397298644140187, 'sentence': 'Randy Pausch passed away last Friday.'}, {'score': 0.5579316297175821, 'sentence': 'He was a professor at Carnegie Mellon University whose ""Last Lecture"" became an internet sensation, inspired a bestseller and two TV specials with Diane Sawyer.'}, {'score': 0.9383020282489941, 'sentence': 'Did you watch ""The Last Lecture"" or read the book?'}, {'score': 0.22791660037240813, 'sentence': 'Did you watch the TV specials?'}, {'score': 0.999964007651747, 'sentence': 'What do you think?'}, {'score': 0.9968654874918426, 'sentence': 'Please leave a comment and tell us.'}, {'score': 0.012397298644140187, 'sentence': 'Randy Pausch passed away last Friday.'}, {'score': 0.5579316297175821, 'sentence': 'He was a professor at Carnegie Mellon University whose ""Last Lecture"" became an internet sensation, inspired a bestseller and two TV specials with Diane Sawyer.'}, {'score': 0.9383020282489941, 'sentence': 'Did you watch ""The Last Lecture"" or read the book?'}]","Randy Pausch passed away last Friday. He was a professor at Carnegie Mellon University whose ""Last Lecture"" became an internet sensation, inspired a bestseller and two TV specials with Diane Sawyer. Did you watch ""The Last Lecture"" or read the book? Did you watch the TV specials? What do you think? Please leave a comment and tell us. Randy Pausch passed away last Friday. He was a professor at Carnegie Mellon University whose ""Last Lecture"" became an internet sensation, inspired a bestseller and two TV specials with Diane Sawyer. Did you watch ""The Last Lecture"" or read the book?"
