score,sentence_scores,text
0.9999114417895586,"[{'score': 0.003517809326170407, 'sentence': 'New Girl is about to return, and our main characters are in very interesting places in their relationships.'}, {'score': 0.0, 'sentence': 'Cece and Schmidt have finally gotten married.'}, {'score': 0.0, 'sentence': 'Nick is in a pretty new relationship with Reagan, and Winston is practically with Aly.'}, {'score': 0.0688966563179696, 'sentence': 'So, what exactly should you look forward to!'}, {'score': 0.9224990498893517, 'sentence': 'Here are six things that excite us about this season.'}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 0.06399667528357256, 'sentence': ""We're going to see more of Reagan.""}, {'score': 0.9119511878049019, 'sentence': ""If you enjoyed Megan Fox's addition to New Girl last season, then you should be happy that she's back.""}]","New Girl is about to return, and our main characters are in very interesting places in their relationships. Cece and Schmidt have finally gotten married. Nick is in a pretty new relationship with Reagan, and Winston is practically with Aly. So, what exactly should you look forward to! Here are six things that excite us about this season. 1. We're going to see more of Reagan. If you enjoyed Megan Fox's addition to New Girl last season, then you should be happy that she's back."
5.212000438126196e-06,"[{'score': 0.9900788715941032, 'sentence': 'The singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said on Tuesday.'}, {'score': 3.0178519248802438e-05, 'sentence': 'According to KeyEast Entertainment, Kim recently received an offer for a leading role in the upcoming drama series ""When Time Stopped"", a 12-part romantic fantasy.'}, {'score': 0.0, 'sentence': 'He would play a time traveler who lives a solitary life.'}, {'score': 0.0048102433910923725, 'sentence': 'Kim has not yet decided whether to accept the offer, KeyEast said.'}, {'score': 1.3300471835009375e-12, 'sentence': 'His last screen work was the drama series ""Inspiring Generation"" in 2014.'}, {'score': 0.0008049430251351186, 'sentence': 'A former member of the idol group SS501, Kim released a single in November and held events and concerts for his fans.'}, {'score': 0.006727123503888599, 'sentence': 'He also recently renewed his contract with the agency.'}]","The singer-turned-actor Kim Hyun-joong is considering a return to the small screen, his agency said on Tuesday. According to KeyEast Entertainment, Kim recently received an offer for a leading role in the upcoming drama series ""When Time Stopped"", a 12-part romantic fantasy. He would play a time traveler who lives a solitary life. Kim has not yet decided whether to accept the offer, KeyEast said. His last screen work was the drama series ""Inspiring Generation"" in 2014. A former member of the idol group SS501, Kim released a single in November and held events and concerts for his fans. He also recently renewed his contract with the agency."
0.5959338717032652,"[{'score': 5.6746477992142275e-06, 'sentence': 'As part of the LifeMedGreenRoof Project, the Directorate for Standards within the Malta Competition and Consumer Affairs Authority (MCCAA) has organized a second workshop to launch the public consultation on the Draft National Standard for Green Roofs.'}, {'score': 0.9548434314467701, 'sentence': ""As part of the EU's 2020 Strategy, which aims to reduce energy requirements by a minimum of 20 percent by 2020, the Commission's 2011 Energy Efficiency Plan has identified that buildings have the greatest potential for energy savings.""}, {'score': 2.407896974043755e-05, 'sentence': 'The plan focuses on mechanisms to reduce the energy requirements of existing buildings, particularly public buildings, and the role of dissemination projects in introducing energy efficiency measures.'}]","As part of the LifeMedGreenRoof Project, the Directorate for Standards within the Malta Competition and Consumer Affairs Authority (MCCAA) has organized a second workshop to launch the public consultation on the Draft National Standard for Green Roofs. As part of the EU's 2020 Strategy, which aims to reduce energy requirements by a minimum of 20 percent by 2020, the Commission's 2011 Energy Efficiency Plan has identified that buildings have the greatest potential for energy savings. The plan focuses on mechanisms to reduce the energy requirements of existing buildings, particularly public buildings, and the role of dissemination projects in introducing energy efficiency measures."
0.9817075169110602,"[{'score': 0.03957459451810508, 'sentence': 'Electoral fraud has been confirmed in several states, including Mississippi.'}, {'score': 0.05744100348482062, 'sentence': ""Louisiana's top election official is warning residents about a possible scam to obtain sensitive information from potential voters after similar concerns in several other states.""}, {'score': 1.3890866395249724e-05, 'sentence': 'The scam involves a caller claiming to work for a voter registration assistance organization.'}, {'score': 0.008014662347796353, 'sentence': 'The callers offer to register residents over the phone and, in some cases, send the voter an absentee ballot, said Secretary of State Kyle Ardoin.'}, {'score': 0.9992256943945047, 'sentence': 'According to state law, residents cannot register to vote or request an absentee ballot over the phone.'}]","Electoral fraud has been confirmed in several states, including Mississippi. Louisiana's top election official is warning residents about a possible scam to obtain sensitive information from potential voters after similar concerns in several other states. The scam involves a caller claiming to work for a voter registration assistance organization. The callers offer to register residents over the phone and, in some cases, send the voter an absentee ballot, said Secretary of State Kyle Ardoin. According to state law, residents cannot register to vote or request an absentee ballot over the phone."
0.9999990224425185,"[{'score': 0.0651224372738749, 'sentence': 'For small businesses that sell on credit, accounts receivable can make up a substantial part of the general ledger.'}, {'score': 9.353237438003426e-06, 'sentence': 'During the annual audit, auditors will verify if their assertions regarding the balance of accounts receivable can be proven.'}, {'score': 9.949840951151145e-11, 'sentence': 'These assertions are known as assertions.'}, {'score': 0.0764855862779994, 'sentence': 'The most common audit procedure related to accounts receivable is confirmation, in which the auditor will ask their clients to confirm the balance of their account.'}, {'score': 0.0, 'sentence': 'Knowing which assertions can be proven through confirmation can help you understand why your auditor requests multiple audit procedures on the same account.'}, {'score': 0.0, 'sentence': 'Accounts receivable confirmations primarily serve to prove the existence assertion.'}]","For small businesses that sell on credit, accounts receivable can make up a substantial part of the general ledger. During the annual audit, auditors will verify if their assertions regarding the balance of accounts receivable can be proven. These assertions are known as assertions. The most common audit procedure related to accounts receivable is confirmation, in which the auditor will ask their clients to confirm the balance of their account. Knowing which assertions can be proven through confirmation can help you understand why your auditor requests multiple audit procedures on the same account. Accounts receivable confirmations primarily serve to prove the existence assertion."
0.00023098863088166777,"[{'score': 0.047311358714749785, 'sentence': ""It's a good thing you're not Jim Furyk today.""}, {'score': 0.9999835688992738, 'sentence': '1.'}, {'score': 0.0014617765260191984, 'sentence': 'The US team entered Sunday with a huge four-point lead in the Ryder Cup, and local fans were expecting to enjoy another dominant day.'}, {'score': 0.9999741540893661, 'sentence': '2.'}, {'score': 0.10203517681509111, 'sentence': 'Luke Donald won the first match of the day over Bubba Watson, to make the score 10-7.'}, {'score': 0.5866715547860883, 'sentence': 'Still, the US has a big lead.'}, {'score': 0.0, 'sentence': 'Whatever.'}, {'score': 0.9999687903958526, 'sentence': '3.'}, {'score': 0.0, 'sentence': ""Europe's Paul Lawrie swept the floor with Brandt Snedeker for another European point.""}, {'score': 0.9999658053760866, 'sentence': '4.'}, {'score': 0.20540716352633737, 'sentence': 'At least Keegan Bradley, the best player on the US team all weekend, was putting up a fight against Rory McIlroy.'}]","It's a good thing you're not Jim Furyk today. 1. The US team entered Sunday with a huge four-point lead in the Ryder Cup, and local fans were expecting to enjoy another dominant day. 2. Luke Donald won the first match of the day over Bubba Watson, to make the score 10-7. Still, the US has a big lead. Whatever. 3. Europe's Paul Lawrie swept the floor with Brandt Snedeker for another European point. 4. At least Keegan Bradley, the best player on the US team all weekend, was putting up a fight against Rory McIlroy."
0.9999705510420831,"[{'score': 0.9205458833744683, 'sentence': ""It happens: you press the snooze button once, twice, and then three times, so that when you've finally showered, dressed, and are ready to face the day, you're already running behind schedule.""}, {'score': 5.055955654142963e-13, 'sentence': 'Many times, that makes you skip breakfast altogether.'}, {'score': 0.0010103340714897602, 'sentence': ""It turns out that your habit of having breakfast is a time-saving measure that shouldn't be skipped.""}, {'score': 0.45286388929214116, 'sentence': 'First, eating a nutritious breakfast, rich in protein and balanced every morning, is a proven way to give your brain a boost, improving concentration and performance.'}, {'score': 0.9969353960569414, 'sentence': 'Additionally, breakfast is associated with better weight control, as it provides energy to your body and can reduce hunger later in the day.'}]","It happens: you press the snooze button once, twice, and then three times, so that when you've finally showered, dressed, and are ready to face the day, you're already running behind schedule. Many times, that makes you skip breakfast altogether. It turns out that your habit of having breakfast is a time-saving measure that shouldn't be skipped. First, eating a nutritious breakfast, rich in protein and balanced every morning, is a proven way to give your brain a boost, improving concentration and performance. Additionally, breakfast is associated with better weight control, as it provides energy to your body and can reduce hunger later in the day."
7.533225692135659e-07,"[{'score': 0.8846189372029838, 'sentence': ""Dublin: Lawmakers voted overwhelmingly on Friday to back Ireland's first abortion bill, legalizing the practice in exceptional cases where doctors deem a woman's life at risk due to her pregnancy, as the predominantly Catholic country took its first legislative step towards lifting the total ban.""}, {'score': 6.081797288004509e-10, 'sentence': 'Weary lawmakers applauded the 127-31 Friday vote, while outside the parliament gates, pro-choice activists celebrated as they watched the result on their smartphones.'}, {'score': 2.0665514564144338e-05, 'sentence': 'It brought an end to an exhausting debate that kept lawmakers in discussion from Wednesday morning until 5 am on Thursday and, after a sleep break, until midnight on Friday.'}]","Dublin: Lawmakers voted overwhelmingly on Friday to back Ireland's first abortion bill, legalizing the practice in exceptional cases where doctors deem a woman's life at risk due to her pregnancy, as the predominantly Catholic country took its first legislative step towards lifting the total ban. Weary lawmakers applauded the 127-31 Friday vote, while outside the parliament gates, pro-choice activists celebrated as they watched the result on their smartphones. It brought an end to an exhausting debate that kept lawmakers in discussion from Wednesday morning until 5 am on Thursday and, after a sleep break, until midnight on Friday."
0.001541066882956743,"[{'score': 0.987704177382702, 'sentence': 'The best Halloween costumes are inspired by the most memorable moments of the year, and 2016 has been nothing if not memorable.'}, {'score': 0.4242941082959786, 'sentence': ""We've had the Summer Olympics and a U.S. presidential election, which dominate headlines (and Facebook timelines) every four years.""}, {'score': 5.173639294753229e-13, 'sentence': 'Add in a visually stunning album from Beyoncé, the hysteria surrounding Pokémon Go, and the colorful and quotable madness of Suicide Squad, and 2016 is basically begging for a Halloween costume show.'}, {'score': 1.7607044056067167e-07, 'sentence': ""We've become experts in all things Halloween, producing over a billion page views of Halloween content.""}, {'score': 0.9999401588561855, 'sentence': ""That's where we come in.""}]","The best Halloween costumes are inspired by the most memorable moments of the year, and 2016 has been nothing if not memorable. We've had the Summer Olympics and a U.S. presidential election, which dominate headlines (and Facebook timelines) every four years. Add in a visually stunning album from Beyoncé, the hysteria surrounding Pokémon Go, and the colorful and quotable madness of Suicide Squad, and 2016 is basically begging for a Halloween costume show. We've become experts in all things Halloween, producing over a billion page views of Halloween content. That's where we come in."
0.002821788988040641,"[{'score': 0.012397298644140187, 'sentence': 'Randy Pausch passed away last Friday.'}, {'score': 0.12871614295622724, 'sentence': 'He was the Carnegie Mellon professor whose ""Last Lecture"" became an internet sensation, inspired a best-selling book and two Diane Sawyer TV specials.'}, {'score': 0.9825669107519115, 'sentence': 'Have you seen the Last Lecture, or have you read the book?'}, {'score': 0.4673742559876549, 'sentence': 'Have you seen the TV specials?'}, {'score': 0.999964007651747, 'sentence': 'What do you think?'}, {'score': 0.9995519187399076, 'sentence': 'Leave a comment, let us know.'}, {'score': 0.012397298644140187, 'sentence': 'Randy Pausch passed away last Friday.'}, {'score': 0.12871614295622724, 'sentence': 'He was the Carnegie Mellon professor whose ""Last Lecture"" became an internet sensation, inspired a best-selling book and two Diane Sawyer TV specials.'}, {'score': 0.9825669107519115, 'sentence': 'Have you seen the Last Lecture, or have you read the book?'}]","Randy Pausch passed away last Friday. He was the Carnegie Mellon professor whose ""Last Lecture"" became an internet sensation, inspired a best-selling book and two Diane Sawyer TV specials. Have you seen the Last Lecture, or have you read the book? Have you seen the TV specials? What do you think? Leave a comment, let us know. Randy Pausch passed away last Friday. He was the Carnegie Mellon professor whose ""Last Lecture"" became an internet sensation, inspired a best-selling book and two Diane Sawyer TV specials. Have you seen the Last Lecture, or have you read the book?"
